id,value1
0,0.4945535164636162
1,0.44336381254337154
2,0.22385444568677082
3,0.08593657609218097
4,0.11320316222649218
5,0.8299815855472243
6,0.21148933878845644
7,0.352957457692744
8,0.04796053426884517
9,0.43286924611338917
10,0.5424219096090673
11,0.3208300698643889
12,0.5691897126679263
13,0.7150216717609101
14,0.44838142150577043
15,0.7459707008407283
16,0.7801045470794875
17,0.9390719268867231
18,0.49570247036460147
19,0.30484557550755875
20,0.05474313093308192
21,0.3002990459527557
22,0.205166278213178
23,0.1762989773970246
24,0.28662796242953503
25,0.18269024131947287
26,0.2883180934451385
27,0.06776691343804708
28,0.8279814328924058
29,0.3172196814273318
30,0.8120897892405908
31,0.08293184812206822
32,0.0028387997608281257
33,0.9970692810319463
34,0.45378702083068223
35,0.7626157662805284
36,0.26855329738366973
37,0.060197170943965594
38,0.8744363397463628
39,0.24989622308119586
40,0.6651774076121281
41,0.7339298538325242
42,0.6398778637065866
43,0.10170730715196863
44,0.15686566314238826
45,0.6105691983700939
46,0.6436537746189227
47,0.7207717439314791
48,0.30921870873463875
49,0.41808548430728043
50,0.15534045264822616
51,0.8817986054114384
52,0.5826444838538205
53,0.46090781900459366
54,0.6378289341515181
55,0.4328357067456352
56,0.21039270776701502
57,0.1802649008280831
58,0.1478760788842236
59,0.8989273624891304
60,0.2974372083886221
61,0.16638657976207416
62,0.7608626357416676
63,0.9620982008652736
64,0.4407539465476642
65,0.4175506663497722
66,0.5160436239890026
67,0.31080854584757356
68,0.7649335399863618
69,0.5026082623543443
70,0.2707088531846217
71,0.5365281195256772
72,0.4688930249235652
73,0.511921589059803
74,0.13129341810597017
75,0.6808633517841545
76,0.011865862409315864
77,0.9695957119022894
78,0.22093869385214626
79,0.4738262539884941
80,0.11266711857579659
81,0.5216974400558574
82,0.007479958624923455
83,0.9919223288004577
84,0.34497515932106415
85,0.3761407834764533
86,0.7352552527402878
87,0.5459006664360111
88,0.954667431587614
89,0.7683564042888252
90,0.49543239715896037
91,0.6001703427532913
92,0.5744268684825482
93,0.6893934513238936
94,0.7771495831691866
95,0.6830144717055192
96,0.9499547630124493
97,0.6244390948730862
98,0.21722006016292517
99,0.07800779976057282
100,0.4594794784398417
101,0.09132847299501157
102,0.27892808998728547
103,0.5990114524732856
104,0.9849521043547027
105,0.8370279400283442
106,0.46961078946230683
107,0.08300242431016713
108,0.5598326323099435
109,0.5885633483050705
110,0.2729440664585887
111,0.4254703990142834
112,0.5853572326092037
113,0.17286751431396485
114,0.5470683561620355
115,0.1857271071239881
116,0.45485688519689993
117,0.2893715012729464
